bite_Year,bite_Month,SpeciesIDDesc,BreedIDDesc,GenderIDDesc,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,head_sent_date,release_date,ResultsIDDesc
2010,12,DOG,,UNKNOWN,,,,40245,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,BLACK,,,40272,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,BLACK,1,2010-6,40299,NO,HEAD,2010-12,RELEASED,,,UNKNOWN
2010,12,CAT,,UNKNOWN,BLACK,,,40228,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40211,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,FEMALE,TAN,,,40223,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,TRI,,,40223,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,BLK-GRAY,1,2010-11,40207,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,BLK-WHITE,1,2010-2,40258,NO,HEAD,2010-12,RELEASED,,,UNKNOWN
2010,12,CAT,,FEMALE,BRINDLE,1,2010-12,40214,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,BROWN,,,40204,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40214,NO,BODY,2010-12,KILLED,2010/12/10 0:00,,NEGATIVE
2010,12,DOG,,MALE,BLACK,,,40241,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,CAT,,UNKNOWN,BLACK,,,47112,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,FEMALE,BLK-WHT,1,2010-9,40241,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,FEMALE,RED,1,2010-5,40216,NO,HEAD,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,GRAY-BLK,,,40272,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,BRN-WHITE,1,2010-4,40258,NO,HEAD,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40214,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,BLACK,,,40118,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,GREY-WHITE,1,2010-3,40212,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40218,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,BROWN,,,40213,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,CAT,,MALE,BLK-WHITE,1,2011-1,40205,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,CAT,,FEMALE,ORANGE,,,40218,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,BRN-TAN,1,2010-4,47142,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,BRINDLE-BR,1,2010-3,40205,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,LT. BROWN,1,2010-1,40291,NO,HEAD,2010-12,RELEASED,,,UNKNOWN
2010,12,CAT,,UNKNOWN,BLACK,,,40214,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,BROWN,1,2000-12,40214,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,CAT,,UNKNOWN,ORANGE,,,47129,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40214,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,FEMALE,RED-BROWN,1,2010-9,40220,NO,HEAD,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40220,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,BRN-WHITE,,,40228,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40222,YES,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,WHITE,,2010-7,40219,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,WHT-BROWN,3,2011-1,40215,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40228,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,FEMALE,BROWN,3,2011-1,40229,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,BLK-WHITE,1,2010-11,40215,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,CAT,,FEMALE,GREY-WHITE,1,2011-1,40214,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,CAT,,UNKNOWN,WHITE-BRN,,,40203,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,CAT,,UNKNOWN,WHT-GRAY,,,40215,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,CAT,,FEMALE,WHT-GRAY,1,2010-11,40215,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,FEMALE,TAN,1,2010-12,40215,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,BAT,,UNKNOWN,BROWN,,,40216,NO,BODY,2010-12,UNKNOWN,2010/12/24 0:00,,UNKNOWN
2010,12,DOG,,UNKNOWN,BLACK/TAN,,,40214,NO,HEAD,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,BRN-BLACK,,,40215,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,GERM SHEPHERD,UNKNOWN,BROWN/BLAC,,,40291,NO,BODY,2010-12,UNKNOWN,2010/12/26 0:00,,NEGATIVE
2010,12,DOG,,UNKNOWN,,,,,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,BROWN/WHIT,3,,40272,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,BLK-WHITE,1,2010-7,40245,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2010,12,DOG,,FEMALE,BLK,,2010-6,40223,NO,HEAD,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,FEMALE,BROWN,1,2011-1,40223,NO,HEAD,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,WHITE,,,40291,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,CAT,,FEMALE,BLACK/WHIT,,,40220,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,YELLOW,1,2010-1,40217,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,RED-BRINDL,1,2010-2,,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,WHITE-TAN,,,40211,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,TRICOLOR,,,40220,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40211,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,CAT,,FEMALE,WHITE/CREA,,,40272,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2010,12,CAT,,MALE,,,,40220,YES,BODY,2011-1,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40291,NO,HEAD,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,GREY,,,40207,YES,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,,NO,BODY,2010-12,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,BROWN,,,47150,NO,HEAD,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,BLK-WHITE,,,40212,NO,BODY,2010-12,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40229,YES,BODY,2011-1,UNKNOWN,,,UNKNOWN
2010,12,DOG,,MALE,WHITE,1,2010-12,40241,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2010,12,DOG,,FEMALE,TRI,1,2011-1,40214,NO,HEAD,2011-1,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,BLK-WHITE,3,2010-3,40258,NO,HEAD,2011-1,RELEASED,,,UNKNOWN
2010,12,CAT,,UNKNOWN,GRAY/WHITE,,,40299,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2010,12,DOG,,UNKNOWN,,,,40241,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2010,12,DOG,,UNKNOWN,BROWN,,,40203,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2010,12,CAT,,FEMALE,BLACK/WHIT,1,2011-1,40223,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2010,12,DOG,,FEMALE,GOLD,1,2010-11,40214,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,WHT-BROWN,1,2010-6,40214,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2010,12,DOG,,FEMALE,TRI,1,2011-1,40223,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2010,12,DOG,,MALE,BRN-BLACK,1,2010-4,40228,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,UNKNOWN,,,,40059,YES,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,MALE,GRAY/WHITE,,,40213,YES,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,UNKNOWN,BLACK,,,,NO,HEAD,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,UNKNOWN,WHITE,,2010-5,40291,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,FEMALE,TAN-BLK,,,40223,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,MALE,GRAY-WHT,1,2010-7,40215,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,CAT,,UNKNOWN,GRAY,,,40202,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,BLK-TAN,,,40211,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,UNKNOWN,BROWN,,2010-2,40245,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,TAN,3,2011-1,40218,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,MALE,BRINDLE,,,40272,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,UNKNOWN,,,,40291,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,BLK-BROWN,,,,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,MALE,BRINDLE,1,2010-12,40213,NO,HEAD,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,FEMALE,WHT-BROWN,3,2009-7,40241,NO,HEAD,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,MALE,RED,,,40229,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,FEMALE,BRN-WHITE,1,2010-6,40118,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,DACHSHUND,MALE,RED,1,2010-2,40207,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,TAN-WHITE,1,2010-12,40214,NO,HEAD,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,BRN-BLACK,,,40291,NO,HEAD,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,UNKNOWN,,,,40216,YES,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,UNKNOWN,,,,40272,YES,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,FEMALE,BLK-WHITE,3,2009-3,40299,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,PIT BULL,UNKNOWN,BLK-WHITE,,,40216,NO,BODY,2011-1,KILLED,2011/1/16 0:00,,NEGATIVE
2011,1,DOG,,MALE,BROWN,,,40272,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,BROWN,1,2011-2,40214,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,UNKNOWN,GRAY,,,40215,NO,BODY,,UNKNOWN,2011/1/18 0:00,,UNKNOWN
2011,1,DOG,,FEMALE,TRI,1,2011-2,40228,NO,HEAD,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,MALE,BLACK-TAN,1,2010-10,40205,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,UNKNOWN,,,,40219,YES,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,TRI,1,2011-2,40217,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,FEMALE,WHITE,,,40215,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,UNKNOWN,,,,40215,NO,BODY,,UNKNOWN,2011/1/22 0:00,,NEGATIVE
2011,1,DOG,,FEMALE,BLACK,3,,40291,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,MALE,WHT-BROWN,,,40229,NO,HEAD,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,TRI,1,2010-7,40222,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,FEMALE,TAN-WHT,1,2010-9,40211,NO,BODY,2011-1,RELEASED,,,UNKNOWN
2011,1,DOG,,MALE,BLACK,,,40258,NO,HEAD,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,BLK-BRN,1,2010-12,40207,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,BRINDLE-WH,,,40258,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,UNKNOWN,GRAY-WHT,,,40215,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,UNKNOWN,GRAY-WHT,,,40229,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,UNKNOWN,,,,,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,UNKNOWN,,,,40245,NO,HEAD,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,UNKNOWN,,,,40217,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,UNKNOWN,,,,40211,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,UNKNOWN,,,,40118,YES,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,FEMALE,TORTIE-BRO,,,40215,,BODY,2011-1,,,,
2011,1,DOG,,UNKNOWN,,,,40216,YES,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,BLK-WHITE,1,2010-10,40207,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,CAT,,MALE,ORANGE-WHT,,,40202,NO,BODY,2011-1,,,,
2011,1,DOG,,MALE,TRI,1,2010-4,40229,NO,BODY,2011-1,UNKNOWN,,,UNKNOWN
2011,1,DOG,,MALE,TAN-WHITE,,,40216,,BODY,2011-1,RELEASED,,,
2011,1,CAT,,,WHITE-BLK,,,40118,,BODY,2011-1,,,,
2011,1,DOG,GERM SHEPHERD,MALE,BLACK,,,40215,NO,,2011-1,,,,
2011,1,CAT,,,GRAY,,,40207,YES,,,,,,
2011,1,CAT,,,,,,40207,,BODY,,,,,
2011,1,DOG,,,,,,40291,YES,BODY,,,,,
2011,1,DOG,,,,,,40223,,BODY,,,,,
2011,1,DOG,SHIH TZU,MALE,BEIGE-WHT,3,2010-7,40223,NO,BODY,2011-1,,,,
2011,1,DOG,,,BROWN,,,40291,,BODY,,,,,
2011,1,CAT,,MALE,,,,40207,YES,HEAD,,,,,
2011,1,DOG,,MALE,WHITE,,,40229,,BODY,,,,,
2011,1,CAT,,MALE,BLACK,,2011-1,40214,NO,BODY,,,,,
2011,1,DOG,,,,,,40216,,BODY,2011-1,,,,
2011,1,DOG,,MALE,WHITE-TAN,2,2009-9,40223,NO,BODY,2011-2,,,,
2011,2,CAT,,MALE,BUFF,,,40212,,BODY,,,,,
2011,2,DOG,SHIH TZU,FEMALE,BLACK,1,2011-2,40229,NO,BODY,2011-2,,,,
2011,2,CAT,,,GRAY,,,40299,NO,BODY,2011-2,,,,
2011,2,DOG,COCKER SPAINEL,MALE,BLK-WHITE,1,2010-11,40229,NO,HEAD,2011-2,,,,
2011,2,DOG,PIT BULL,MALE,WHITE-TAN,,,40211,NO,BODY,2011-2,,,,
2011,2,DOG,,MALE,BLACK-WHT,1,2011-2,40218,NO,BODY,2011-2,,,,
2011,2,CAT,,,,,,40212,NO,BODY,2011-2,,,,
2011,2,CAT,,,,,,40272,,BODY,2011-2,,,,
2011,2,DOG,PIT BULL,,TAN,,2009-4,77701,NO,BODY,2011-2,RELEASED,,,
2011,2,DOG,,FEMALE,YELLOW,1,2010-12,40243,NO,HEAD,2011-2,,,,
2011,2,DOG,CHICHAUHUA,FEMALE,TAN,,,40220,NO,HEAD,2011-2,,,,
2011,2,CAT,,MALE,ORANGE-TAB,,,40203,NO,HEAD,2011-2,,,,
2011,2,DOG,,FEMALE,BLK-WHITE,,,40210,NO,BODY,2011-2,,,,
2011,2,CAT,,FEMALE,,,,40212,NO,BODY,2011-2,,,,
2011,2,DOG,PIT BULL,FEMALE,BLACK-WHIT,3,2010-6,40219,NO,HEAD,2011-2,,,,
2011,2,DOG,BEAGLE,,,,,40258,NO,HEAD,2011-2,,,,
2011,2,CAT,,,,,,40216,NO,BODY,2011-2,,,,
2011,2,DOG,CHOW CHOW,FEMALE,RED,3,2010-10,40218,NO,BODY,2011-2,,,,
2011,2,DOG,,,LT. BROWN,,,40241,YES,BODY,,,,,
2011,2,DOG,,MALE,TRI,1,2011-2,40272,NO,HEAD,2011-2,,,,
2011,2,DOG,,MALE,BROWN,1,2011-3,40223,NO,BODY,2011-2,,,,
2011,2,CAT,,,CALICO,,,40207,NO,BODY,2011-2,,,,
2011,2,CAT,,,,,,40212,,BODY,,,2011/2/11 0:00,,NEGATIVE
2011,2,DOG,PIT BULL,MALE,BRN-BRINDL,,,40212,,HEAD,2011-2,,,,
2011,2,DOG,,,,,,40220,YES,BODY,,,,,
2011,2,BAT,,,,,,40258,NO,BODY,,KILLED,2011/2/16 0:00,,NEGATIVE
2011,2,DOG,,UNKNOWN,RED,,,40205,YES,HEAD,,,,,
2011,2,DOG,,MALE,WHITE-BLK,1,2010-12,40243,,BODY,2011-2,,,,
2011,2,DOG,,,,,,40291,,HEAD,2011-2,,,,
2011,2,DOG,,MALE,TAN,,,40272,NO,HEAD,2011-2,,,,
2011,2,DOG,OTHER,,WHITE,,,40203,NO,BODY,2011-2,,,,
2011,2,DOG,BOXER,MALE,GRAY,3,2010-3,40219,NO,BODY,2011-2,,,,
2011,2,DOG,AAUST. TERR.,MALE,BLACK-WHIT,1,2011-3,40229,NO,BODY,2011-2,,,,
2011,2,BAT,,,,,,40219,NO,BODY,,,2011/2/18 0:00,,NEGATIVE
2011,2,DOG,BOXER,FEMALE,FAWN,1,2011-3,40241,NO,BODY,2011-2,,,,
2011,2,CAT,,FEMALE,BLACK,,,40202,NO,BODY,2011-2,,,,
2011,2,DOG,BEAGLE,MALE,TRI,1,2011-2,40214,NO,BODY,2011-2,,,,
2011,2,DOG,COCKER SPAINEL,MALE,BLACK-TAN,,,40211,NO,BODY,2011-2,RELEASED,,,
2011,2,DOG,,,,,,40219,YES,HEAD,2011-2,,,,
2011,2,DOG,,MALE,BLK-WHITE,1,,40215,NO,HEAD,2011-2,,,,
2011,2,DOG,,,,,,40272,NO,BODY,2011-2,,,,
2011,2,DOG,PIT BULL,,TAN-WHITE,,,40272,NO,BODY,2011-2,,,,
2011,2,DOG,,FEMALE,WHITE-BRN,1,2011-3,40214,NO,BODY,2011-2,,,,
2011,2,DOG,GOLD RETRIEVER,MALE,YELLOW,1,2010-6,40245,NO,BODY,2011-2,,,,
2011,2,DOG,GERM SHEPHERD,MALE,BLK-BROWN,3,2008-8,40228,NO,BODY,2011-2,,,,
2011,2,DOG,,,,,,40212,YES,BODY,,,,,
2011,2,CAT,,,,,,40258,YES,BODY,,,,,
2011,2,DOG,LABRADOR RETRIV,FEMALE,CHOCOLATE,1,2011-3,40216,NO,BODY,2011-2,,,,
2011,2,DOG,,MALE,BLONDE-WHT,,,40219,YES,BODY,,,,,
2011,2,DOG,,FEMALE,TAN,,,40212,NO,BODY,2011-2,,,,
2011,2,DOG,,,BROWN,,,40214,NO,BODY,2011-2,,,,
2011,2,DOG,GOLD RETRIEVER,MALE,LT. GOLDEN,1,2010-6,40220,NO,BODY,2011-2,,,,
2011,2,DOG,,MALE,BLACK,,,40213,NO,HEAD,2011-2,,,,
2011,2,DOG,DACHSHUND,MALE,BLACK,1,2010-4,40165,NO,BODY,2011-2,,,,
2011,2,DOG,BULLMASTIFF,MALE,BRN-BRINDL,3,2009-5,40210,NO,BODY,2011-2,,,,
2011,2,DOG,,MALE,BLK-GREY,1,2010-3,40210,NO,HEAD,2011-3,,,,
2011,2,DOG,PIT BULL,,TAN,,,40241,NO,HEAD,2011-2,,,,
2011,2,CAT,,FEMALE,CALICO,3,2010-10,40223,NO,BODY,2011-2,,,,
2011,2,DOG,BORDER COLLIE,FEMALE,BLK-WHT,1,2011-1,40214,NO,BODY,2011-2,,,,
2011,2,CAT,,,,,,40216,YES,BODY,,,,,
2011,2,CAT,,,BLACK,,,40214,NO,BODY,2011-3,,,,
2011,3,CAT,,FEMALE,GREY,3,2010-10,40228,NO,BODY,2011-3,,,,
2011,3,DOG,PIT BULL,MALE,WHITE-BRN,1,2010-6,40216,NO,BODY,2011-3,,,,
2011,3,DOG,POMERANIAN,,BROWN-BLK,,,40203,NO,BODY,2011-3,,,,
2011,3,CAT,,,,,,40222,YES,BODY,,,,,
2011,3,DOG,,FEMALE,BLACK-WHT,,,40204,YES,BODY,,,,,
2011,3,CAT,,FEMALE,MULTI,1,2011-3,40222,NO,BODY,2011-3,,,,
2011,3,DOG,YORKSHIRE TERRIER,MALE,GRAY-WHT,1,2011-3,40202,NO,BODY,2011-3,,,,
2011,3,DOG,,MALE,BROWN,1,2011-3,40216,NO,BODY,2011-3,RELEASED,,,
2011,3,CAT,,,,,,40299,YES,BODY,,,,,
2011,3,BAT,,,,,,40299,,BODY,,,2011/3/4 0:00,,NEGATIVE
2011,3,DOG,,,,,,40216,YES,BODY,,,,,
2011,3,DOG,,MALE,BRN-BLK,,,40212,NO,BODY,,,,,
2011,3,CAT,,MALE,GRAY-WHITE,,,40258,NO,BODY,2011-3,,,,
2011,3,DOG,,,BLACK,,,40213,NO,BODY,2011-3,,,,
2011,3,CAT,,FEMALE,GREY,1,2011-3,40258,NO,BODY,2011-3,,,,
2011,3,DOG,OTHER,MALE,BRINDLE,1,2011-3,40219,NO,HEAD,2011-3,,,,
2011,3,DOG,,FEMALE,BLK-WHITE,1,2010-4,40118,NO,BODY,2011-3,,,,
2011,3,CAT,,,WHITE,,,40291,NO,BODY,2011-3,,,,
2011,3,DOG,,,,,,40205,YES,BODY,,,,,
2011,3,CAT,,FEMALE,GRAY-WHITE,1,2010-8,40214,NO,BODY,2011-3,,,,
2011,3,DOG,,MALE,BLK-TAN,,,40272,NO,BODY,2011-3,,,,
2011,3,CAT,,FEMALE,TABBY,,,40206,YES,BODY,,,,,
2011,3,DOG,,,,,,40215,YES,BODY,,,,,
2011,3,DOG,SHIH TZU,MALE,CREAM,1,2011-3,40214,NO,BODY,2011-3,,,,
2011,3,DOG,OTHER,MALE,BLACK,3,2009-6,40220,NO,BODY,2011-3,,,,
2011,3,DOG,,,,,,40215,YES,BODY,,,,,
2011,3,DOG,OTHER,FEMALE,BLK-BRINDL,1,2011-2,40204,NO,BODY,2011-3,,,,
2011,3,DOG,GREYHOUND,FEMALE,FAWN,3,2010-6,,NO,HEAD,2011-3,,,,
2011,3,DOG,,MALE,REDDISH BR,1,2010-10,40219,NO,BODY,2011-3,,,,
2011,3,DOG,CHICHAUHUA,MALE,BLACK-TAN,,,40218,NO,BODY,2011-3,,,,
2011,3,DOG,,,WHITE,,,40299,YES,BODY,,,,,
2011,3,DOG,SHIH TZU,FEMALE,BLK-WHT,,,40299,YES,BODY,,,,,
2011,3,CAT,,MALE,WHITE,1,2011-3,40245,NO,BODY,2011-3,,,,
2011,3,DOG,DACHSHUND,MALE,BLACK-TAN,1,2010-4,40160,NO,BODY,2011-3,,,,
2011,3,DOG,ROTTWEILER,,,,,40258,NO,BODY,2011-3,,,,
2011,3,DOG,,,,,,40219,YES,BODY,2011-3,RELEASED,,,
2011,3,DOG,OTHER,FEMALE,SANDY,3,2009-12,40245,NO,BODY,2011-3,,,,
2011,3,DOG,GERM SHEPHERD,MALE,BRN-BLK,,,40219,NO,BODY,2011-3,,,,
2011,3,CAT,,FEMALE,TORTIE,3,2011-3,40291,NO,BODY,2011-3,,,,
2011,3,DOG,,,,,,40272,NO,HEAD,2011-3,,,,
2011,3,CAT,,,,,,40216,YES,BODY,,,,,
2011,3,DOG,,MALE,BLK-BRN,1,2011-4,40299,NO,BODY,2011-3,,,,
2011,3,DOG,,MALE,BRN-WHT,,,40258,NO,BODY,2011-3,,,,
2011,3,CAT,,MALE,GREY-WHT,,,40207,NO,BODY,2011-3,,,,
2011,3,DOG,PIT BULL,,BRINDLE-WH,,,40212,NO,BODY,2011-3,,,,
2011,3,DOG,,,BROWN,,2010-11,40245,NO,BODY,2011-3,,,,
2011,3,RACCOON,,,,,,40258,,BODY,,,2011/3/21 0:00,,NEGATIVE
2011,3,DOG,PIT BULL,,,,,40218,YES,BODY,,,,,
2011,3,DOG,,FEMALE,,,,40229,NO,BODY,,,2011/3/21 0:00,,NEGATIVE
2011,4,OTHER,,,,,,40205,,BODY,,,2011/4/6 0:00,,NEGATIVE
2011,5,CAT,,FEMALE,ORANGE-WHT,,,40241,NO,BODY,,,2011/5/25 0:00,,NEGATIVE
2011,5,DOG,,,,,,40215,YES,BODY,,,2011/5/31 0:00,,NEGATIVE
2011,6,DOG,,MALE,BROWN,,,40208,NO,BODY,,,2011/6/6 0:00,,NEGATIVE
2011,6,DOG,,MALE,TAN-BROWN,,,40212,,BODY,,,2011/6/25 0:00,,
2011,7,BAT,,,,,,40215,,,,,2011/7/6 0:00,,NEGATIVE
2011,7,DOG,,,BLACK,,,40214,,BODY,,KILLED,2011/7/7 0:00,,NEGATIVE
2011,8,CAT,,,BLACK,,,40216,NO,BODY,,,2011/8/4 0:00,,NEGATIVE
2011,9,DOG,PIT BULL,MALE,BRN-WHT,,,40213,NO,BODY,,KILLED,2011/9/1 0:00,,NEGATIVE
2011,9,DOG,,MALE,BLK-BRN,,,40207,NO,BODY,,KILLED,2011/9/8 0:00,,
2011,9,BAT,,,,,,40205,NO,BODY,,KILLED,2011/9/9 0:00,,
2011,9,BAT,,,,,,40223,NO,BODY,,,2011/9/14 0:00,,
2011,10,CAT,,MALE,ORANGE,,,40223,NO,BODY,2011-10,DIED,2011/10/14 0:00,,NEGATIVE
